nombre,categoria,seccion,descripcion,dimensiones,imagen
MED17,Atrezzo medicina,Hospital,Cuñas de cristal,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED17/MED17-720x540.png
HOS17,Hospitales,Hospital,Cama Hospital con ruedas somier articulado,200x80x100 (cm),https://atrezzovazquez.es/admin/img_prod/HOS17/HOS17-1-720x540.png
VAA17,Atrezzo vario,,Llaveros con llaves actuales,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA17/VAA17-720x540.png
TYV17,Televisores y vídeos,Televisor,Televisión caja negra inter (B/N),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TYV17/TYV17-720x540.png
SI17,Sillón,Frances,Sillón Luis XVI nogal y rejilla (puede ir con cojín),56x50x89 (cm),https://atrezzovazquez.es/admin/img_prod/SI17/SI017-1-720x540.png
RAD17,Radios,,Radio antigua pequeña verde y crema dial redondo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD17/RAD17-720x540.png
JAM17,Jamuga,Español,Jamuga plegable madera tallada tapizada damasco rojo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JAM17/JAM17-720x540.png
MV17,Muebles varios,Japonés,Taquillón japonés rojo y oro,110x33x82 (cm),https://atrezzovazquez.es/admin/img_prod/MV17/MV17-1-720x540.png
JUE17,Juego,Futbolín,Futbolín auténtico de madera con bolas,140x80x88 (cm),https://atrezzovazquez.es/admin/img_prod/JUE17/JUE17-1-720x540.png
SIL17,Silla,Comedor,Silla Luis XV dorada rejilla respaldo medallón,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/SIL17/SIL17 (HAY 6) 720x540.png
MEC17,Mecedora,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MEC17/LOGOTIPO VAZQUEZ- 720x540.png
MOS17,Mostrador,Tienda,Expositor de revistas varilla niquelada,47x47x152 (cm),https://atrezzovazquez.es/admin/img_prod/MOS17/MOS32-1-720x540.png
S17,Sofá,Salón,Sofá nogal tallado respaldo rejilla asiento damasco,160x75x93 (cm),https://atrezzovazquez.es/admin/img_prod/S17/S17-1-720x540.png
ILU17,Iluminación,Calle,Farola de pared cazoleta aluminio grande,30x25x172 (cm),https://atrezzovazquez.es/admin/img_prod/ILU17/ILU17-720X540.png
PV17,Pie de vela,Candelero,Hachero de suelo forja negro de 1 luz,46x46x137 (cm),https://atrezzovazquez.es/admin/img_prod/PV17/PV17-720x540.png
SEC17,Secreter,Salón,Bureau haya liso con cajones,89x45x96 (cm),https://atrezzovazquez.es/admin/img_prod/SEC17/SEC17-720x540.png
BRA17,Brasero,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BRA17/LOGOTIPO VAZQUEZ- 720x540.png
JAU17,Jaula,Pie de jaula,Pie de jaula niquelado recto,0x0x185 (cm),https://atrezzovazquez.es/admin/img_prod/JAU17/JAU17-720x540.png
VI17,Vitrina,Bar y cafetería,Vitrina de mostrador dorada,100x25x15 (cm),https://atrezzovazquez.es/admin/img_prod/VI17/VI17-720x540.png
PER17,Perchero,Despacho,Perchero de pie tubo niquelado estriado 4 ganchos,60x60x180 (cm),https://atrezzovazquez.es/admin/img_prod/PER17/PER17 720x540.png
SR17,Silla de ruedas,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/SR17/LOGOTIPO VAZQUEZ- 720x540.png
PC17,Pizarra,Colegio,Pizarra de colegio marco madera,99x8x77 (cm),https://atrezzovazquez.es/admin/img_prod/PC17/PC17-720x540.png
CEM17,Cementerio,Cruces,Lápida de cementerio figurada piedra,40x4x65 (cm),https://atrezzovazquez.es/admin/img_prod/CEM17/CEM17-720x540.png
ESC17,Escaleras,Rústico,Escalera de madera 2 subidas,82x33x130 (cm),https://atrezzovazquez.es/admin/img_prod/ESC17/ESC17-720x540.png
QIN17,Quinqués,,Quinqué alto plateado con depósito,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN17/QIN17-720x540.png
ARM17,Armero,Armadura,"Armadura de chapa hierro completa con maniquí, casco y mandoble",47x47x215 (cm),https://atrezzovazquez.es/admin/img_prod/ARM17/ARM17-720x540.png
MOU17,Mobiliario urbano,Calle,Señal de tráfico peligro no definido con trípode,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOU17/MOU17-720x540.png
PEL17,Peluquería,,Secador de peluquería con pie hierro crema,50x50x155 (cm),https://atrezzovazquez.es/admin/img_prod/PEL17/PEL17-1-720x540.png
CDM17,Centro de mesa,,Centro de mesa grande plateado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM17/CDM17-720x540.png
PAP17,Papelera,,Papelera varilla redonda,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP17/PAP17-720x540.png
FIG17,Figuras,Adorno,Figura de escayola pintada hombre tumbado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG17/FIG17-720x540.png
PLA17,Playa,Camping,Sillón de camping plegable tela dibujos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA17/PLA17-1-720x540.png
REG17,Religión,Cruces,Cruz de suelo de madera fina,107x5x200 (cm),https://atrezzovazquez.es/admin/img_prod/REG17/REG17-720x540.png
RU17,Rural,Rústico,Orza de barro sin tapa,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU17/RU17-720x540.png
ALA18,Alacena,Cocina,Alacena  formica marrón,90x35x170 (cm),https://atrezzovazquez.es/admin/img_prod/ALA18/ALA18-720x540.png
ALF18,Alfombra,Comedor,Alfombra verde con puntos colores,240x160x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF18/ALF18-720x540.png
AFC18,Alfombra de cama,Dormitorio,Alfombrín de cama infanti,110x60x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC18/AFC18-720x540.png
AP18,Aparador,Inglesa,Aparador inglés tapa mármol con espejo y copete,130x54x150 (cm),https://atrezzovazquez.es/admin/img_prod/AP18/AP18-1-720x540.png
ARC18,Arcon,Dormitorio,Arcón tapa piramidal tapizado damasco crema,90x45x72 (cm),https://atrezzovazquez.es/admin/img_prod/ARC18/ARC18-1-720x540.png
AR18,Armario,Dormitorio,Armario caoba pequeño puerta espejo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AR18/AR18-1-720x540.png
ATR18,Atril,,Atril hierro forjado pintado dorado,60x60x150 (cm),https://atrezzovazquez.es/admin/img_prod/ATR18/ATR18-1-720x540.png
BAC18,Banco,Iglesia,Banco de iglesia con reclinatorio,250x78x90 (cm),https://atrezzovazquez.es/admin/img_prod/BAC18/BAC18-1-720x540.png
BAN18,Banqueta,Frances,Banqueta francesa dorada tapizada damasco,60x46x50 (cm),https://atrezzovazquez.es/admin/img_prod/BAN18/BAN18-1-720x540.png
M18,Mesa,Auxiliar,Mesa estilo español tapa tallada cabezas,80x53x75 (cm),https://atrezzovazquez.es/admin/img_prod/M18/M018.jpg
BA18,Baño,Lavabo,Lavabo antiguo 2 grifos con pie,70x50x88 (cm),https://atrezzovazquez.es/admin/img_prod/BA18/BA18-1-720x540.png
BAU18,Baul,Almacenaje,Baúl fibra tapa forma pintado,90x50x62 (cm),https://atrezzovazquez.es/admin/img_prod/BAU18/BAU18-1-720x540.png
BIO18,Biombo,Dormitorio,Biombo 4 hojas laminas flores con cristal,164x8x162 (cm),https://atrezzovazquez.es/admin/img_prod/BIO18/BIO18-720x540.png
CAR18,Caja registradora,Tienda,Caja registradora con cajón niquelada,46x34x43 (cm),https://atrezzovazquez.es/admin/img_prod/CAR18/CAR18-1-720x540.png
CA18,Cama,Dormitorio,Cabecero de mimbre medio punto,110x6x120 (cm),https://atrezzovazquez.es/admin/img_prod/CA18/CA18-720x540.png
CO18,Cocinas,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CO18/LOGOTIPO VAZQUEZ- 720x540.png
COM18,Comoda,Dormitorio,Cómoda blanca 3 cajones con tapa mármol y espejo,105x45x140 (cm),https://atrezzovazquez.es/admin/img_prod/COM18/COM18-1-720x540.png
CON18,Consola,Recibidor,Consola caoba tallada con un cajón,110x45x80 (cm),https://atrezzovazquez.es/admin/img_prod/CON18/CON18-1-720x540.png
CU18,Cuadro,Palacio,Cuadro marco liso madera y oro foto Carlos I (Tiziano),210x10x370 (cm),https://atrezzovazquez.es/admin/img_prod/CU18/CU18-720x540.png
ANU18,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa Schwepps,10x1x15 (cm),https://atrezzovazquez.es/admin/img_prod/ANU18/ANU18-720x540.png
ESP18,Espejo,Salón,Espejo marco escayola dorado remate pájaros,104x15x190 (cm),https://atrezzovazquez.es/admin/img_prod/ESP18/ESP18-1-720x540.png
ES18,Estanteria,Rústico,Estante de pares 3 baldas,92x30x90 (cm),https://atrezzovazquez.es/admin/img_prod/ES18/ES18-1-720x540.png
EST18,Estufa,Calefaccion,Estufa de butano marrón,42x47x71 (cm),https://atrezzovazquez.es/admin/img_prod/EST18/EST18-720x540.png
ESTAT18,Estatua,Religioso,Estatua imagen Santo de escayola,35x37x96 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT18/ESTAT18-1-720x540.png
GN18,Galan de noche,Dormitorio,Galán de noche nogal con cajones,54x50x126 (cm),https://atrezzovazquez.es/admin/img_prod/GN18/GN18-1-720x540.png
F18,Fichero,Despacho,Fichero metálico gris 5 cajones,47x65x135 (cm),https://atrezzovazquez.es/admin/img_prod/F18/F18-1-720x540.png
MUS18,Instrumentos musicales,Musica,Guitarra portuguesa,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS18/MUS18 (INM5)-720x540.png
ADO18,Adornos,Salón,Adorno,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO18/ADO18-720x540.png
DPT18,Deporte,Bicicleta,Bicicleta estática con remo,100x40x105 (cm),https://atrezzovazquez.es/admin/img_prod/DPT18/DPT18-720x540.png
LAM18,Lámpara,Lámpara de mesa,Lámpara de mesa de escayola dibujo flor,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM18/LAM18-720X540.png
FUM18,Artículos de fumador,Cenicero,Cenicero cristal paves azul grande,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM18/FUM18-720X540.png
AZP18,Azulejos y platos de pared,Decoración,Azulejos de pared decorados modernos diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP18/AZP18-720x540.png
BAD18,Bandejas,,Bandejas antiguas grabadas diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD18/BAD18-720x540.png
BYC18,Atrezzo de bar y cafetería,Bar y cafetería,Botellas de licor de loza antiguas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC18/BYC18(BAR18-720x540).png
COL18,Atrezzo colegio,Colegio,Carteras colegio antiguas cuero,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL18/COL18-720x540.png
DES18,Atrezzo despacho,Despacho,Máquina de escribir eléctrica Compacta Funciona,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES18/DES18-720x540.png
BEB18,Bebé,Enea,Trona de niño madera torneada asiento cuerda,39x40x90 (cm),https://atrezzovazquez.es/admin/img_prod/BEB18/BEB18-1-720x540.png
CST18,Moda y costura,Máquinas de coser,Máquina de coser de mano,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST18/CST18-720x540.png
CSE18,Carro de servicio,Cocina,Carro de servicio nogal torneado estantes cristal.,90x48x75 (cm),https://atrezzovazquez.es/admin/img_prod/CSE18/CSE18-1-720x540.png
CHI18,Chimenea,,Pantalla de chimenea forja hierro con portamacetas,110x1x130 (cm),https://atrezzovazquez.es/admin/img_prod/CHI18/CHI18-1-720x540.png
CRI18,Cristalería,,Cristalería (12 servicios) (modelo Lisa Marie).,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI18/CRI18-720x540.png
MC18,Macetero,Jardín,Macetero bambú cuadrado,29x29x66 (cm),https://atrezzovazquez.es/admin/img_prod/MC18/MC18-1-720x540.png
ME18,Mesilla,Dormitorio,Mesilla alta columnas torneadas,40x30x90 (cm),https://atrezzovazquez.es/admin/img_prod/ME18/ME18-1-720x540.png
VET18,Ventilador,Americano,Ventilador de mesa americano niquelado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET18/VET18-720x540.png
REL18,Reloj,Salón,Reloj de pared redondo esfera redonda roja,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL18/REL18-720x540.png
TEL18,Telefonía,,Teléfonos de mesa de teclas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL18/TLF18-720x540.png
MYN18,Maletas y neceseres de viaje,Viaje,Maleta fibra corinto forma,55x40x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN18/MYN18-720x540.png
MYC18,Maletines y carteras,,Maletines actuales tipo Samsonite,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC18/MYC18-720x540.png
TOC18,Objetos de tocador,Tocador,Juego de tocador cristal tallado tapón bellota (3 piezas),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC18/TOC18-720x540.png
JUG18,Juguetes,Juguete,Juego antiguo Tiro al Blanco con su caja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG18/JUG18-720x540.png
JAR18,Jarrones y jarras,Adorno,Jarras de Talavera grandes,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR18/JAR18-720x540.png
MYS18,Tocadiscos y altavoces,Electrónica,Grabadadora-magnetofono antigua grande con tapa,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS18/MYS18-720x540.png
ARA18,Atrezzo Árabe,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/ARA18/LOGOTIPO VAZQUEZ- 720x540.png
TP18,Tapices y estandartes,Iglesia,Repostero tela negra con escudo Inquisición,160x0x230 (cm),https://atrezzovazquez.es/admin/img_prod/TP18/TP18 (ESD44-720x540).png
ML18,Librería,Americano,LIBRERÍA DESPACHO AMERICANA PUERTAS MADERA,101x35x175 (cm),https://atrezzovazquez.es/admin/img_prod/ML18/ML18-1-720x540.png
MED18,Atrezzo medicina,Hospital,Cuñas de porcelana blanca antiguas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED18/MED18-720x540.png
HOS18,Hospitales,Hospital,Carteles de hospital,71x4x200 (cm),https://atrezzovazquez.es/admin/img_prod/HOS18/HOS18-720x540.png
VAA18,Atrezzo vario,Altavoces,Altavoz de feria hierro gris,36x36x49 (cm),https://atrezzovazquez.es/admin/img_prod/VAA18/VAR29-1-720x540.png
TYV18,Televisores y vídeos,Televisor,Televisión antigua caja madera con patas,66x45x95 (cm),https://atrezzovazquez.es/admin/img_prod/TYV18/TYV18-1-720x540.png
SI18,Sillón,Frances,Sillón Luis XVI dorado rejilla respaldo forma,60x99x97 (cm),https://atrezzovazquez.es/admin/img_prod/SI18/SI18-1-720x540.png
RAD18,Radios,,Radio antigua pintada blanco 4 mandos,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD18/RAD18-720x540.png
BAS18,Bascula,Tienda,Báscula de tienda antigua con plato de metal,37x22x31 (cm),https://atrezzovazquez.es/admin/img_prod/BAS18/BAS18-1-720x540.png
JAM18,Jamuga,Medieval,Jamuga fija negra con flores y cabezas talladas,65x65x65 (cm),https://atrezzovazquez.es/admin/img_prod/JAM18/JAM18-720x540.png
MV18,Muebles varios,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MV18/LOGOTIPO VAZQUEZ- 720x540.png
JUE18,Juego,Billar,Soporte de madera para palos de billar,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JUE18/JUE18-720x540.png
SIL18,Silla,Comedor,Silla Luis XVI medio punto rejilla blanca,44x43x94 (cm),https://atrezzovazquez.es/admin/img_prod/SIL18/SIL18 (HAY 4) 720x540.png
MEC18,Mecedora,Descatalogado,,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MEC18/LOGOTIPO VAZQUEZ- 720x540.png
MOS18,Mostrador,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOS18/LOGOTIPO VAZQUEZ- 720x540.png
S18,Sofá,Frances,Sofá Luis XVI rejilla dorada respaldo medallón,132x60x102 (cm),https://atrezzovazquez.es/admin/img_prod/S18/S18-720x540.png
ILU18,Iluminación,,Pantalla fluorescente chapa gris de 2,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ILU18/ILU18-720X540.png
PV18,Pie de vela,Antorchero,Antorchero de pared de cuadradillo,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PV18/PV18-720x540.png
SEC18,Secreter,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/SEC18/LOGOTIPO VAZQUEZ- 720x540.png
BRA18,Brasero,Medieval,Pebetero de aspa plato chapa,40x40x111 (cm),https://atrezzovazquez.es/admin/img_prod/BRA18/BRA18-1-720x540.png
JAU18,Jaula,Pie de jaula,Pie de jaula niquelado curvo,0x0x180 (cm),https://atrezzovazquez.es/admin/img_prod/JAU18/JAU18-720x540.png
VI18,Vitrina,Portal,Vitrina de pared de madera para anuncios,100x12x70 (cm),https://atrezzovazquez.es/admin/img_prod/VI18/VI18-1-720x540.png
PER18,Perchero,Americano,Perchero de pie curvado oscuro enano,50x50x145 (cm),https://atrezzovazquez.es/admin/img_prod/PER18/PER18-720x540.png
SR18,Silla de ruedas,Hospital,Silla de ruedas plegable tubo aluminio tapizada gris,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/SR18/SR18-1-720x540.png
PC18,Pizarra,Colegio,Pizarra de colegio marco madera,150x5x100 (cm),https://atrezzovazquez.es/admin/img_prod/PC18/PC18-720x540.png
QIN18,Quinqués,Imperio,Quinqué imperio estaño depósito metal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN18/QIN18-720x540.png
CEM18,Cementerio,,Lápida de cementerio figurada piedra de corcho,70x28x80 (cm),https://atrezzovazquez.es/admin/img_prod/CEM18/CEM18-720x540.png
ARM18,Armero,Armadura,"Armadura chapa hierro completa con maniquí, casco y mandoble",47x47x225 (cm),https://atrezzovazquez.es/admin/img_prod/ARM18/ARM18-720x540.png
MOU18,Mobiliario urbano,Calle,Señal de tráfico peligro paso a nivel sin barrera con pie,60x60x136 (cm),https://atrezzovazquez.es/admin/img_prod/MOU18/MOU18-720x540.png
PEL18,Peluquería,,Secador de peluquería con pie hierro gris,50x50x150 (cm),https://atrezzovazquez.es/admin/img_prod/PEL18/PEL18-1-720x540.png
CDM18,Centro de mesa,Jarras,Centro de mesa forma jarra mármol y metal,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM18/CDM18-720x540.png
PAP18,Papelera,,Papelera de alambre grande,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP18/PAP18-720X540.png
FIG18,Figuras,Adorno,Figura de escayola pintada forma mano,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG18/FIG18-720x540.png
PLA18,Playa,Camping,Sillón de camping plegable tela rayas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA18/PLA18-1-720x540.png
REG18,Religión,Cruces,Cruz de madera de suelo,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG18/REG18-720x540.png
RU18,Rural,,Orza de barro pintado con tapa cuero,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU18/RU18-720x540.png
CAB18,Caballete,Pintor,Caballete de pintor de pino plegable,52x50x175 (cm),https://atrezzovazquez.es/admin/img_prod/CAB18/CAB18-720x540.png
ALA19,Alacena,Cocina,Alacena formica marrón 2 puertas,90x35x170 (cm),https://atrezzovazquez.es/admin/img_prod/ALA19/ALA19-1-720x540.png
ALF19,Alfombra,Comedor,Alfombra dibujos rojos,300x160x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF19/ALF19-720x540.png
AFC19,Alfombra de cama,Dormitorio,Alfombrín de cama jarapa verde con fleco,135x70x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC19/AFC19-720x540.png
AP19,Aparador,Comedor,Trinchero inglés caoba con tapa mármol con espejo,108x55x148 (cm),https://atrezzovazquez.es/admin/img_prod/AP19/AP19-1-720x540.png
ARC19,Arcon,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/ARC19/LOGOTIPO VAZQUEZ- 720x540.png
AR19,Armario,Dormitorio,Armario caoba puerta con espejo,110x55x195 (cm),https://atrezzovazquez.es/admin/img_prod/AR19/AR19-720x540.png
ATR19,Atril,Religioso,Atril facistol nogal pie torneado con cabeza de 62x60.,85x85x113 (cm),https://atrezzovazquez.es/admin/img_prod/ATR19/ATR19-1-720x540.png
BAC19,Banco,Rústico,Banco rústico con respaldo,155x45x100 (cm),https://atrezzovazquez.es/admin/img_prod/BAC19/BAC19--720x540.png
BAN19,Banqueta,,Banqueta patas forma asiento tapizado,52x38x45 (cm),https://atrezzovazquez.es/admin/img_prod/BAN19/BAN19-1-720x540.png
M19,Mesa,Centro,Mesa estilo española patas torneadas,100x55x60 (cm),https://atrezzovazquez.es/admin/img_prod/M19/M19-1-720x540.png
BA19,Baño,Lavabo,Lavabo 2 llaves y caño con pie,70x56x90 (cm),https://atrezzovazquez.es/admin/img_prod/BA19/BA19-1-720x540.png
BAU19,Baul,Almacenaje,Baúl de mimbre con tapa diferentes medidas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAU19/BAU19-1-720x540.png
BIO19,Biombo,Dormitorio,Biombo 3 hojas marco dorado hojas cristal humo,135x8x130 (cm),https://atrezzovazquez.es/admin/img_prod/BIO19/BIO19-1-720x540.png
CAR19,Caja registradora,Tienda,Caja registradora con cajón y manivela,32x39x33 (cm),https://atrezzovazquez.es/admin/img_prod/CAR19/CAR19-720x540.png
CA19,Cama,Dormitorio,Cabecero de mimbre y caña pavo real,140x6x160 (cm),https://atrezzovazquez.es/admin/img_prod/CA19/CA19-720x540.png
CO19,Cocinas,Electrodomestico,Horno eléctrico de mesa,40x40x64 (cm),https://atrezzovazquez.es/admin/img_prod/CO19/CO19-1-720x540.png
COM19,Comoda,Dormitorio,Cómoda pino 5 cajones,105x55x95 (cm),https://atrezzovazquez.es/admin/img_prod/COM19/COM19-1-720x540.png
CON19,Consola,Inglesa,Consola inglesa 8 patas con piedra marmol,110x37x88 (cm),https://atrezzovazquez.es/admin/img_prod/CON19/CON19-1-720x540.png
CU19,Cuadro,Religioso,Cuadro marco madera liso óleo Magdalena penitente (Veronase),130x10x160 (cm),https://atrezzovazquez.es/admin/img_prod/CU19/CU19-720x540.png
ESP19,Espejo,Dormitorio,Espejo triptico marco pintado,173x15x172 (cm),https://atrezzovazquez.es/admin/img_prod/ESP19/ESP19-1-720x540.png
ES19,Estanteria,Despacho,Estante de rincón embero con puerta,65x32x65 (cm),https://atrezzovazquez.es/admin/img_prod/ES19/ES19-720x540.png
EST19,Estufa,Calefaccion,Caldera de calefacción antigua,30x55x60 (cm),https://atrezzovazquez.es/admin/img_prod/EST19/EST19-720x540.png
ESTAT19,Estatua,,Estatua imagen Santa Gema de escayola,1x1x86 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT19/ESTAT19-1-720x540.png
F19,Fichero,Despacho,Fichero metálico gris 5 cajones,46x65x132 (cm),https://atrezzovazquez.es/admin/img_prod/F19/F19-1-720x540.png
MUS19,Instrumentos musicales,Musica,Guitarra portuguesa,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS19/MUS19 (INM6-720x540.png
ADO19,Adornos,Salón,Adorno,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO19/ADO19-720x540.png
DPT19,Deporte,Descatalogado,Descatalogado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DPT19/LOGOTIPO VAZQUEZ- 720x540.png
LAM19,Lámpara,Lámpara de mesa,Lámpara de mesa figura chino alabastro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM19/LAM19-720X540.png
ANU19,Carteles y anuncios,Colegio,Cartel cristal salida de emergencia,10x5x5 (cm),https://atrezzovazquez.es/admin/img_prod/ANU19/ANU19-720x540.png
FUM19,Artículos de fumador,Cenicero,Cenicero plateado carretilla,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM19/FUM19-720X540.png
AZP19,Azulejos y platos de pared,Decoración,Azulejos de pared decorados antiguos diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP19/AZP19-720x540.png
BAD19,Bandejas,,Juego bandejas ovaladas japonesas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD19/BAD19-720x540.png
BYC19,Atrezzo de bar y cafetería,Bar y cafetería,Botella petaca cristal antigua,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC19/BYC19(BAR19-720x540).png
COL19,Atrezzo colegio,Colegio,Carteras colegio antiguas tela con correas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL19/COL19-720x540.png
DES19,Atrezzo despacho,Despacho,Máquina de escribir eléctrica IBM,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES19/DES19-720x540.png
BEB19,Bebé,Mimbre,Trona de niño mimbre,38x30x88 (cm),https://atrezzovazquez.es/admin/img_prod/BEB19/BEB19-720x540.png
CST19,Moda y costura,Avíos de costura,Metro de modista amarillo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST19/CST19-720x540.png
CHI19,Chimenea,,Pantalla de chimenea forja hierro calada 3 hojas.,110x2x69 (cm),https://atrezzovazquez.es/admin/img_prod/CHI19/CHI19-720x540.png
CRI19,Cristalería,,Decantador cristal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI19/CRI19-720x540.png
MC19,Macetero,Comedor,Macetero madera redondo modernista imitación bambú,21x21x82 (cm),https://atrezzovazquez.es/admin/img_prod/MC19/MC19-1-720x540.png
ME19,Mesilla,Dormitorio,Mesilla oscura tapa abatible con espejo,48x36x84 (cm),https://atrezzovazquez.es/admin/img_prod/ME19/ME19-1-720x540.png
VET19,Ventilador,Americano,Ventilador de mesa americano niquelado aspas grandes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET19/VET19-720x540.png
REL19,Reloj,Salón,Reloj de mesa madera y columnas metal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL19/REL19-720x540.png
TEL19,Telefonía,,Teléfonos de mesa antiguos de teclas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL19/TEL19-720x540.png
MYN19,Maletas y neceseres de viaje,Viaje,Maleta fibra crema borde negro,70x40x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN19/MYN19-720x540.png
MYC19,Maletines y carteras,,Carpetas de mano skay negro esquinas metal,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC19/MYC19-720x540.png
TOC19,Objetos de tocador,Tocador,Juego tocador cristal tallado tapas plata (3 piezas),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC19/TOC19-720x540.png
JUG19,Juguetes,Juguete,Muñeco antiguo Dulcito con su caja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG19/JUG19-720x540.png
JAR19,Jarrones y jarras,Adorno,Jarras de Talavera medianas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR19/JAR19-720x540.png
